id,drugName,condition,review,rating,date,usefulCount
188073,Symbyax,Bipolar Disorde,"""This medicine worked for me except the side effect of swelling feet and ankles, and pain in the ankles. I stopped the medicine on my own due to the swelling.""",7,28-Dec-08,17
118748,Zoloft,Depression,"""Depression and anxiety hit me like a brick wall about six months ago. I have always had a bit of anxiety, but nothing like recently. My psychiatrist prescribed Zoloft and the side effects were unbearable. My mood became much worse, threw up, more suicidal, etc. I only took it for two days. I am so happy this works for certain people. Depression and anxiety is pure torture.""",1,16-Nov-12,44
118795,Zoloft,Obsessive Compulsive Disorde,"""I suffer from OCD and intrusive/compulsive thoughts that create almost unbearable anxiety. In Oct &#039;11, I was prescribed Zoloft and found it to work incredibly. On 100mg, my OCD is 85-90% gone, and I can easily rationalize and even blow off my intrusive/compulsive thoughts about 95% of the time. I felt better within a week, but it did take 3-4 weeks for me to notice its full effect. I&#039;d describe the feeling it gives as light, airy and happy/drifty. I haven&#039;t experienced any side effects, and haven&#039;t gained any weight. On a side note, I also found that one huge factor contributing to my anxiety is too much caffeine, even when taking Zoloft (I still have one cup of coffee to wake up in the morning, but I&#039;ve found that&#039;s my strict limit).""",9,01-Mar-12,90
168672,Vilazodone,Major Depressive Disorde,"""My doctor weaned me off of Fetzima and onto this drug from hell.  The loose bowels are very annoying (I had two feet of my colon removed 8 years ago so perhaps I am super-sensitive.  I&#039;ll start taking Pepto Bismol or something, .see if that helps.  I .have every side effect.  I am mean, nasty, aggressive:  you name it, I have it.  The good side is I am sleeping much better than I have for 50 years, and I have a bit of energy which I love.  But my depression is hideous.  Because I have had some improvement, the doctor says stay the course; I&#039;ll feel better in three more weeks.  We shall see""",3,"April 22, 2016",15
24298,Tretinoin,Acne,"""This medication is extremely effective when used properly. I developed whiteheads on my cheeks and had rather large pores on my nose with blackheads. I have been using the medication for a total of six months now. Initially, I had some redness, moderate peeling, and some slight burning right after applying the medication. After about three weeks, the side effects subsided and I started to notice my skin clearing, pore size minimizing, and an overall evening of complexion. I used Phisoderm Deep Cleansing face wash morning and night and then used Neutrogena Oil-free moisturizer with SPF 15 in the morning. My face is very oily so I did not experience much dryness.""",8,31-Oct-08,68
46619,Gleevec,Chronic Myelogenous Leukemia,"""I&#039;ve been taking Gleevec for a year now, at first I was very tired but now I&#039;m taking a multivitamin but I&#039;ve notice that my skin coloring has changed.  I&#039;m concerned a brown skin woman but now my skin has lighten so much until I&#039;m wearing makeup for very light skin women some days I have very little color and I look almost white.  My doctor hasn&#039;t seen this before he said usually patients become darker.""",10,12-Sep-14,5
186587,Desvenlafaxine,Depression,"""I&#039;ve been dealing with depression for a few years recently it had gotten so bad that suicidal thoughts and social withdrawal were really concerning me.  I tried to fight it naturally by taking Super B Complex but to no avail.  Within the last month and a half I&#039;ve tried Lexapro which did not work for me and now Pristiq which I must say is really helping me.  I&#039;m finally having sex again with my husband.  I didn&#039;t know that it was depression that was hindering me and having an orgasm is not a problem at all.  In fact I&#039;ve become quite frisky.  A lot more talkative and beginning to get together with friends again without as much anxiety.  Anxiety is not completely gone yet but it&#039;s only been two weeks.  Loving it!""",7,30-Dec-09,175
98320,Nexplanon,Birth Control,"""Having extreme lower back pain since having the nexplanon inserted. The pain is on the side left side where the nexplanon was inserted (left upper inner arm). Is anyone else experiencing this?""",9,31-Mar-15,0
156401,Ropinirole,Restless Legs Syndrome,"""I have taken Requip for about 4 to 5 years now.  I started on the dose pack and first leveled out at 1mg.  I found if I took 2 1mg tablets I would dry heave.  It finally got where 1 mg wasn&#039;t doing enough and so I started on the 2mg XL but due to absorption issues after gastric bypass I didn&#039;t get the full effect. I am now taking 2mg 2 - 3 times a day with surprisingly no side effect.""",10,13-Jun-11,4
195537,Aviane,Birth Control,"""I started taking Aviane when I was 16 1/2 and I&#039;ve been on it ever since. I&#039;m now 21 and about to discontinue my use of Aviane. It caused me to be emotional almost all the time, I have very little patience, moods swings, I gained weight, it&#039;s tough to lose weight, I have constant headaches and my acne is horrible to the point of scarring. Since I was taking this birth control through the toughest of teenage years, I just thought this was who I became. But after doing research and finding this website, I now know I&#039;m not the only one who has suffered through taking Aviane. It did its job with preventing pregnancy, but didn&#039;t help with my heavy period and painful cramps. I&#039;m finishing my current pack and it&#039;ll be my last.""",3,05-Oct-15,4
230361,Depo-Provera,Endometriosis,"""I&#039;ve only had one shot so far, but it has now been almost two months since I got the shot. I heard good things about this shot, and I was hoping it would take care of my really severe cramps! I skipped my period the month after I got the shot, but then the month after that, it came back. I would say my period is a lot lighter now, but it has lasted twice as long as it normally does. My cramps have been better, as they are now tolerable. But, they are still there. I have noticed a really big change in mood swings and emotions. I get in cranky moods WAY more often. At least once a day. I also have noticed that I cry super easily now, even over little things. Again though, it has only been two months. Maybe things will start to get better.""",7,24-Mar-14,40
106078,Gabapentin,Anxiety,"""Ok,   its funny i found this page because  its perfect for what I want to say.  I&#039;m Diabetic and my foot doc gave me Gabapnetin for the pain  and burning sensation in my feet.   He gave me 300 mg and to take it 3 times daily.    But I admit I now take 1500  mg at one shot in the morning.  ( He said I can take more than what he gave me but he didn&#039;t get a chance to give me a new script.   Anyway,   it helps with my feet maybe 65%   or so but  don&#039;t care what anyone says   no slurring, no falling a sleep or nodding out etc...)   Its great and EFFECTIVE...""",8,09-May-16,66
104260,Ethinyl estradiol / levonorgestrel,Birth Control,"""This is the first and only birth control medication I&#039;ve been on. I&#039;ve been taking it a little over 2 years now. I&#039;ve had no side-effects besides EXTREMELY low sex drive. I&#039;ve never had a particularly high sex drive but now it&#039;s nonexistent. I haven&#039;t had any of the headaches or mood swings. There was a mild increase in my acne but I&#039;m also a college student so I don&#039;t particularly lay all the blame on the pill. Overall, it does it&#039;s job but I would caution potential takers with low libido.""",8,05-Nov-12,8
